1 3
2 7
3 7
4 8
5 6
6 9
7 8
8 14
9 19
10 11
11 22
12 23
13 25
14 26
15 28
16 31
17 29
18 29
19 29
20 31
21 31
22 33
23 33
24 45
25 50
